"...1","X","address","nhood","lat","long","month","year","block","street_name","street_type","centroid_lat","centroid_long","year_nhood","month_year_nhood","dummy"
7932,12714,"1100 Block Of Castro  Street","Glen Park/Noe Valley",37.7524916958301,-122.434201270226,2,2012,1100,"Castro","Street",37.747095,-122.431421,"2012 Noe Valley","2 2012 Noe Valley",1
7933,12717,"1800 Block Of 23rd  Avenue","Sunset/Parkside",37.7531194164118,-122.480693728564,1,2017,1800,"23rd","Avenue",37.749026,-122.493742,"2017 Sunset/Parkside","1 2017 Sunset/Parkside",1
7934,12718,"200 Block Of Willard North  Street","Lone Mountain/USF",37.7759510698546,-122.456567949784,7,2013,200,"Willard North","Street",37.777975,-122.452816,"2013 Lone Mountain/USF","7 2013 Lone Mountain/USF",1
7935,12721,"100 Block Of Gates  Street","Bernal Heights",37.7409193696006,-122.413872514132,9,2013,100,"Gates","Street",37.741391,-122.414033,"2013 Bernal Heights","9 2013 Bernal Heights",1
7936,12722,"0 Block Of Acevedo  Avenue","Lakeshore",37.7198177475827,-122.483849624711,12,2018,0,"Acevedo","Avenue",37.71872,-122.477916,"2018 Lakeshore","12 2018 Lakeshore",1
7937,12724,"1700 Block Of Haight  Street","Haight Ashbury/Hayes Valley",37.7694523547443,-122.451287953449,4,2015,1700,"Haight","Street",37.76991,-122.447678,"2015 Haight Ashbury","4 2015 Haight Ashbury",1
7938,12728,"100 Block Of Leland  Avenue","Visitacion Valley",37.7121081124015,-122.406080364259,5,2017,100,"Leland","Avenue",37.713141,-122.408825,"2017 Visitacion Valley","5 2017 Visitacion Valley",1
7939,12729,"1000 Block Of Howard  Street","Financial District/South Beach/SOMA",37.7795286830571,-122.407425286647,5,2012,1000,"Howard","Street",37.779527,-122.405727,"2012 South of Market","5 2012 South of Market",1
7940,12731,"0 Block Of Bucareli  Drive","Lakeshore",37.7174224798408,-122.479327322035,12,2018,0,"Bucareli","Drive",37.71872,-122.477916,"2018 Lakeshore","12 2018 Lakeshore",1
7941,12732,"400 Block Of Serrano  Drive","Lakeshore",37.7190651230538,-122.480467680039,6,2015,400,"Serrano","Drive",37.71872,-122.477916,"2015 Lakeshore","6 2015 Lakeshore",1
7942,12733,"2300 Block Of Bryant  Street","Mission",37.7567946775261,-122.409524293361,5,2018,2300,"Bryant","Street",37.758338,-122.414678,"2018 Mission","5 2018 Mission",1
7943,12734,"300 Block Of Arballo  Drive","Lakeshore",37.7201216986585,-122.483037116654,10,2013,300,"Arballo","Drive",37.71872,-122.477916,"2013 Lakeshore","10 2013 Lakeshore",1
7944,12735,"0 Block Of Massasoit  Street","Bernal Heights",37.7450072061447,-122.40810737519,8,2012,0,"Massasoit","Street",37.741391,-122.414033,"2012 Bernal Heights","8 2012 Bernal Heights",1
7945,12736,"1000 Block Of Mendell  Street","Bayview Hunters Point",37.7367945995532,-122.388371900978,11,2013,1000,"Mendell","Street",37.730696,-122.388515,"2013 Bayview Hunters Point","11 2013 Bayview Hunters Point",1
7946,12738,"0 Block Of Chumasero  Drive","Lakeshore",37.7132784582678,-122.472924130809,8,2015,0,"Chumasero","Drive",37.71872,-122.477916,"2015 Lakeshore","8 2015 Lakeshore",1
7947,12739,"1300 Block Of Turk  Street","Western Addition",NA,NA,9,2014,1300,"Turk","Street",37.780587,-122.43451,"2014 Western Addition","9 2014 Western Addition",1
7948,12741,"0 Block Of Turk  Street","Tenderloin",37.7833320081752,-122.409842741696,9,2016,0,"Turk","Street",37.784141,-122.414748,"2016 Tenderloin","9 2016 Tenderloin",1
7949,12742,"3900 Block Of Sacramento  Street","Presidio Heights",37.7867757651817,-122.458065144361,5,2018,3900,"Sacramento","Street",37.788849,-122.452228,"2018 Presidio Heights","5 2018 Presidio Heights",1
7950,12743,"100 Block Of Taylor  Street","Tenderloin",37.7836776617186,-122.410858223642,6,2016,100,"Taylor","Street",37.784141,-122.414748,"2016 Tenderloin","6 2016 Tenderloin",1
7951,12744,"1900 Block Of Vallejo  Street","Marina",37.7959582064459,-122.429360325189,10,2015,1900,"Vallejo","Street",37.802877,-122.436969,"2015 Marina","10 2015 Marina",1
7952,12745,"3800 Block Of Sacramento  Street","Presidio Heights",37.787032608973,-122.456055435576,2,2018,3800,"Sacramento","Street",37.788849,-122.452228,"2018 Presidio Heights","2 2018 Presidio Heights",1
7953,12746,"400 Block Of 08th  Avenue","Inner Richmond",37.7799592603786,-122.466357499652,9,2017,400,"08th","Avenue",37.778849,-122.468955,"2017 Inner Richmond","9 2017 Inner Richmond",1
7954,12747,"1200 Block Of 20th  Avenue","Sunset/Parkside",37.7644569475839,-122.478257822305,11,2011,1200,"20th","Avenue",37.749026,-122.493742,"2011 Sunset/Parkside","11 2011 Sunset/Parkside",1
7955,12749,"400 Block Of Vidal  Drive","Lakeshore",37.7167140191056,-122.484784454579,12,2014,400,"Vidal","Drive",37.71872,-122.477916,"2014 Lakeshore","12 2014 Lakeshore",1
7956,12751,"200 Block Of Wheeler  Avenue","Bayview Hunters Point",37.712566784851,-122.399645618117,5,2014,200,"Wheeler","Avenue",37.730696,-122.388515,"2014 Bayview Hunters Point","5 2014 Bayview Hunters Point",1
7957,12752,"1300 Block Of Alabama  Street","Mission",37.7502910462065,-122.41073435487,4,2018,1300,"Alabama","Street",37.758338,-122.414678,"2018 Mission","4 2018 Mission",1
7958,12754,"3700 Block Of Fillmore  Street","Marina",37.8049033718822,-122.437247608265,4,2015,3700,"Fillmore","Street",37.802877,-122.436969,"2015 Marina","4 2015 Marina",1
7959,12756,"0 Block Of Ringold  Street","Financial District/South Beach/SOMA",37.7739423974589,-122.410295448317,2,2015,0,"Ringold","Street",37.779527,-122.405727,"2015 South of Market","2 2015 South of Market",1
7960,12758,"0 Block Of Deming  Street","Castro/Upper Market",37.7604457504564,-122.44582645232,5,2013,0,"Deming","Street",37.758812,-122.435644,"2013 Castro/Upper Market","5 2013 Castro/Upper Market",1
7961,12759,"100 Block Of Woolsey  Street","Portola",NA,NA,6,2017,100,"Woolsey","Street",37.72647,-122.407642,"2017 Portola","6 2017 Portola",1
7962,12762,"600 Block Of Hayes  Street","Haight Ashbury/Hayes Valley",37.7763589897277,-122.427088531607,6,2016,600,"Hayes","Street",37.776425,-122.426235,"2016 Hayes Valley","6 2016 Hayes Valley",1
7963,12764,"300 Block Of Leavenworth  Street","Tenderloin",37.7841904613496,-122.414335886301,12,2018,300,"Leavenworth","Street",37.784141,-122.414748,"2018 Tenderloin","12 2018 Tenderloin",1
7964,12767,"1600 Block Of Filbert  Street","Marina",37.7991711795733,-122.426635416141,12,2018,1600,"Filbert","Street",37.802877,-122.436969,"2018 Marina","12 2018 Marina",1
7965,12770,"1300 Block Of Hayes  Street","Haight Ashbury/Hayes Valley",37.7748850945789,-122.438632482537,2,2016,1300,"Hayes","Street",37.776425,-122.426235,"2016 Hayes Valley","2 2016 Hayes Valley",1
7966,12771,"1300 Block Of Clement  Street","Outer Richmond",37.7825315326764,-122.473547534656,7,2015,1300,"Clement","Street",37.776683,-122.489908,"2015 Outer Richmond","7 2015 Outer Richmond",1
7967,12773,"100 Block Of 12th  Avenue","Inner Richmond",37.785455860281,-122.471048042619,10,2015,100,"12th","Avenue",37.778849,-122.468955,"2015 Inner Richmond","10 2015 Inner Richmond",1
7968,12774,"2100 Block Of Taylor  Street","Russian Hill",37.8021548660574,-122.414586772169,8,2016,2100,"Taylor","Street",37.800432,-122.417609,"2016 Russian Hill","8 2016 Russian Hill",1
7969,12778,"100 Block Of Font  Boulevard","Lakeshore",37.7155014475134,-122.473671964909,10,2014,100,"Font","Boulevard",37.71872,-122.477916,"2014 Lakeshore","10 2014 Lakeshore",1
7970,12782,"700 Block Of 20th  Avenue","Outer Richmond",37.7737478340675,-122.478904323129,7,2015,700,"20th","Avenue",37.776683,-122.489908,"2015 Outer Richmond","7 2015 Outer Richmond",1
7971,12785,"1200 Block Of Hayes  Street","Haight Ashbury/Hayes Valley",37.7750989415872,-122.436963856241,5,2015,1200,"Hayes","Street",37.776425,-122.426235,"2015 Hayes Valley","5 2015 Hayes Valley",1
7972,12786,"1000 Block Of Post  Street","Tenderloin",37.7869327392576,-122.419099466609,4,2018,1000,"Post","Street",37.784141,-122.414748,"2018 Tenderloin","4 2018 Tenderloin",1
7973,12791,"2700 Block Of 22nd  Street","Mission",37.7560265799216,-122.408966156211,4,2017,2700,"22nd","Street",37.758338,-122.414678,"2017 Mission","4 2017 Mission",1
7974,12792,"2600 Block Of 21st  Street","Potrero Hill",37.7577334589908,-122.407277101849,12,2011,2600,"21st","Street",37.759056,-122.398618,"2011 Potrero Hill","12 2011 Potrero Hill",1
7975,12793,"700 Block Of 38th  Avenue","Outer Richmond",37.7747332787049,-122.498317617931,11,2016,700,"38th","Avenue",37.776683,-122.489908,"2016 Outer Richmond","11 2016 Outer Richmond",1
7976,12794,"900 Block Of Valencia  Street","Mission",37.7580999635448,-122.421232797505,2,2017,900,"Valencia","Street",37.758338,-122.414678,"2017 Mission","2 2017 Mission",1
7977,12795,"400 Block Of Ellis  Street","Tenderloin",37.7847531551863,-122.413604475311,12,2016,400,"Ellis","Street",37.784141,-122.414748,"2016 Tenderloin","12 2016 Tenderloin",1
7978,12796,"1200 Block Of 06th  Avenue","Inner Sunset",37.7646460347538,-122.463134680917,12,2015,1200,"06th","Avenue",37.762068,-122.467189,"2015 Inner Sunset","12 2015 Inner Sunset",1
7979,12797,"700 Block Of Bush  Street","Nob Hill",NA,NA,1,2013,700,"Bush","Street",37.793044,-122.414461,"2013 Nob Hill","1 2013 Nob Hill",1
7980,12798,"400 Block Of Madrid  Street","Excelsior/Outer Mission",37.722393007316,-122.432219562201,12,2017,400,"Madrid","Street",37.7223,-122.431224,"2017 Excelsior","12 2017 Excelsior",1
7981,12800,"700 Block Of Natoma  Street","Financial District/South Beach/SOMA",37.7760489866828,-122.412938060561,4,2018,700,"Natoma","Street",37.779527,-122.405727,"2018 South of Market","4 2018 South of Market",1
7982,12801,"0 Block Of Ellington  Avenue","Excelsior/Outer Mission",37.7153919239829,-122.442902334811,4,2018,0,"Ellington","Avenue",37.709585,-122.455082,"2018 Outer Mission","4 2018 Outer Mission",1
7983,12805,"900 Block Of Larkin  Street","Tenderloin",37.7868019649404,-122.418224918157,7,2012,900,"Larkin","Street",37.784141,-122.414748,"2012 Tenderloin","7 2012 Tenderloin",1
7984,12806,"500 Block Of 08th  Avenue","Inner Richmond",37.7780651903524,-122.466220886114,2,2018,500,"08th","Avenue",37.778849,-122.468955,"2018 Inner Richmond","2 2018 Inner Richmond",1
7985,12809,"300 Block Of Garces  Drive","Lakeshore",37.7162186563832,-122.482442353726,4,2014,300,"Garces","Drive",37.71872,-122.477916,"2014 Lakeshore","4 2014 Lakeshore",1
7986,12813,"900 Block Of Broderick  Street","Western Addition",37.7789750499721,-122.440305042668,7,2013,900,"Broderick","Street",37.780587,-122.43451,"2013 Western Addition","7 2013 Western Addition",1
7987,12814,"600 Block Of Clayton  Street","Haight Ashbury/Hayes Valley",37.7693312403443,-122.448484249045,12,2013,600,"Clayton","Street",37.76991,-122.447678,"2013 Haight Ashbury","12 2013 Haight Ashbury",1
7988,12815,"1100 Block Of Mariposa  Street","Potrero Hill",37.7639355033304,-122.395195481337,9,2013,1100,"Mariposa","Street",37.759056,-122.398618,"2013 Potrero Hill","9 2013 Potrero Hill",1
7989,12816,"600 Block Of Ofarrell  Street","Tenderloin",37.7854907299429,-122.41534695771,11,2014,600,"Ofarrell","Street",37.784141,-122.414748,"2014 Tenderloin","11 2014 Tenderloin",1
7990,12821,"1300 Block Of Hampshire  Street","Mission",37.7505047886879,-122.407062232794,11,2012,1300,"Hampshire","Street",37.758338,-122.414678,"2012 Mission","11 2012 Mission",1
7991,12822,"500 Block Of Clayton  Street","Haight Ashbury/Hayes Valley",37.7702643671449,-122.448673363708,9,2013,500,"Clayton","Street",37.76991,-122.447678,"2013 Haight Ashbury","9 2013 Haight Ashbury",1
7992,12828,"1700 Block Of La Salle  Avenue","Bayview Hunters Point",37.7380722088492,-122.391457026098,12,2013,1700,"La Salle","Avenue",37.730696,-122.388515,"2013 Bayview Hunters Point","12 2013 Bayview Hunters Point",1
7993,12830,"300 Block Of Union  Street","North Beach",37.800985653233,-122.40483485475,4,2016,300,"Union","Street",37.799254,-122.407458,"2016 North Beach","4 2016 North Beach",1
7994,12832,"400 Block Of 38th  Avenue","Outer Richmond",37.7798114098327,-122.49868947068,6,2014,400,"38th","Avenue",37.776683,-122.489908,"2014 Outer Richmond","6 2014 Outer Richmond",1
7995,12838,"900 Block Of Franklin  Street","Western Addition",37.7833852618014,-122.422605263898,8,2014,900,"Franklin","Street",37.780587,-122.43451,"2014 Western Addition","8 2014 Western Addition",1
7996,12839,"400 Block Of Eddy  Street","Tenderloin",37.7836197142321,-122.41506205873,4,2015,400,"Eddy","Street",37.784141,-122.414748,"2015 Tenderloin","4 2015 Tenderloin",1
7997,12841,"2300 Block Of 27th  Avenue","Sunset/Parkside",37.7436065120799,-122.484329228183,8,2015,2300,"27th","Avenue",37.749026,-122.493742,"2015 Sunset/Parkside","8 2015 Sunset/Parkside",1
7998,12843,"400 Block Of Murray  Street","Bernal Heights",37.735417505949,-122.420193613838,7,2017,400,"Murray","Street",37.741391,-122.414033,"2017 Bernal Heights","7 2017 Bernal Heights",1
7999,12845,"0 Block Of Chumasero  Drive","Lakeshore",37.7132784582678,-122.472924130809,11,2016,0,"Chumasero","Drive",37.71872,-122.477916,"2016 Lakeshore","11 2016 Lakeshore",1
8000,12849,"800 Block Of Castro  Street","Glen Park/Noe Valley",37.7548914916662,-122.434431914798,12,2017,800,"Castro","Street",37.747095,-122.431421,"2017 Noe Valley","12 2017 Noe Valley",1
8001,12851,"0 Block Of Turk  Street","Tenderloin",37.7833320081752,-122.409842741696,6,2013,0,"Turk","Street",37.784141,-122.414748,"2013 Tenderloin","6 2013 Tenderloin",1
8002,12853,"0 Block Of Turk  Street","Tenderloin",37.7833320081752,-122.409842741696,3,2013,0,"Turk","Street",37.784141,-122.414748,"2013 Tenderloin","3 2013 Tenderloin",1
8003,12854,"0 Block Of South Park  Street","Financial District/South Beach/SOMA",37.7819936040979,-122.393710168905,9,2015,0,"South Park","Street",37.793213,-122.398187,"2015 Financial District/South Beach","9 2015 Financial District/South Beach",1
8004,12857,"3100 Block Of 24th  Street","Mission",37.7524062194527,-122.415718901028,12,2015,3100,"24th","Street",37.758338,-122.414678,"2015 Mission","12 2015 Mission",1
8005,12859,"0 Block Of States  Street","Castro/Upper Market",37.7634638050308,-122.439050826309,9,2015,0,"States","Street",37.758812,-122.435644,"2015 Castro/Upper Market","9 2015 Castro/Upper Market",1
8006,12861,"1200 Block Of Revere  Avenue","Bayview Hunters Point",37.7279553653978,-122.383621641074,9,2016,1200,"Revere","Avenue",37.730696,-122.388515,"2016 Bayview Hunters Point","9 2016 Bayview Hunters Point",1
8007,12862,"3600 Block Of Lincoln  Way","Sunset/Parkside",37.7645375876469,-122.497076674632,2,2013,3600,"Lincoln","Way",37.749026,-122.493742,"2013 Sunset/Parkside","2 2013 Sunset/Parkside",1
8008,12864,"800 Block Of Silliman  Street","Portola",37.7290438697981,-122.413478109826,7,2015,800,"Silliman","Street",37.72647,-122.407642,"2015 Portola","7 2015 Portola",1
8009,12865,"700 Block Of Athens  Street","Excelsior/Outer Mission",37.716199893659,-122.432541199468,6,2018,700,"Athens","Street",37.7223,-122.431224,"2018 Excelsior","6 2018 Excelsior",1
8010,12869,"300 Block Of Noe  Street","Castro/Upper Market",37.7634067155605,-122.433025988572,7,2012,300,"Noe","Street",37.758812,-122.435644,"2012 Castro/Upper Market","7 2012 Castro/Upper Market",1
8011,12870,"2900 Block Of Pine  Street","Presidio Heights",37.7865859130848,-122.444384136045,4,2014,2900,"Pine","Street",37.788849,-122.452228,"2014 Presidio Heights","4 2014 Presidio Heights",1
8012,12871,"400 Block Of Elmira  Street","Bayview Hunters Point",37.7314897839113,-122.40315075208,1,2015,400,"Elmira","Street",37.730696,-122.388515,"2015 Bayview Hunters Point","1 2015 Bayview Hunters Point",1
8013,12875,"0 Block Of Fair  Avenue","Bernal Heights",37.7452535762017,-122.419039524995,6,2016,0,"Fair","Avenue",37.741391,-122.414033,"2016 Bernal Heights","6 2016 Bernal Heights",1
8014,12878,"8400 Block Of Oceanview  Terrace","Oceanview/Merced/Ingleside",37.7101713195306,-122.466917188932,1,2014,8400,"Oceanview","Terrace",37.718959,-122.462039,"2014 Oceanview/Merced/Ingleside","1 2014 Oceanview/Merced/Ingleside",1
8015,12881,"4900 Block Of Anza  Street","Outer Richmond",37.7774101282404,-122.50119640456,2,2015,4900,"Anza","Street",37.776683,-122.489908,"2015 Outer Richmond","2 2015 Outer Richmond",1
8016,12883,"2100 Block Of Taylor  Street","Russian Hill",37.8021548660574,-122.414586772169,12,2016,2100,"Taylor","Street",37.800432,-122.417609,"2016 Russian Hill","12 2016 Russian Hill",1
8017,12886,"2200 Block Of Sacramento  Street","Pacific Heights",37.7903557836859,-122.429914547428,8,2017,2200,"Sacramento","Street",37.792182,-122.432784,"2017 Pacific Heights","8 2017 Pacific Heights",1
8018,12893,"1100 Block Of Pacific  Avenue","Nob Hill",37.7960262302481,-122.413821830877,1,2013,1100,"Pacific","Avenue",37.793044,-122.414461,"2013 Nob Hill","1 2013 Nob Hill",1
8019,12895,"100 Block Of Bayview  Circle","Bayview Hunters Point",37.7341916583625,-122.394951796302,10,2015,100,"Bayview","Circle",37.730696,-122.388515,"2015 Bayview Hunters Point","10 2015 Bayview Hunters Point",1
8020,12896,"400 Block Of Ellis  Street","Tenderloin",37.7847531551863,-122.413604475311,4,2015,400,"Ellis","Street",37.784141,-122.414748,"2015 Tenderloin","4 2015 Tenderloin",1
8021,12897,"2700 Block Of Folsom  Street","Mission",37.7533024746416,-122.414159771107,1,2018,2700,"Folsom","Street",37.758338,-122.414678,"2018 Mission","1 2018 Mission",1
8022,12898,"2200 Block Of Pacific  Avenue","Pacific Heights",37.7936623358639,-122.432268475827,4,2014,2200,"Pacific","Avenue",37.792182,-122.432784,"2014 Pacific Heights","4 2014 Pacific Heights",1
8023,12899,"2900 Block Of Buchanan  Street","Marina",37.79704085,-122.432110094698,11,2014,2900,"Buchanan","Street",37.802877,-122.436969,"2014 Marina","11 2014 Marina",1
8024,12900,"2900 Block Of Folsom  Street","Mission",37.7501033255525,-122.413848200296,1,2012,2900,"Folsom","Street",37.758338,-122.414678,"2012 Mission","1 2012 Mission",1
8025,12901,"100 Block Of 06th  Street","Financial District/South Beach/SOMA",37.7803487060171,-122.407926105334,5,2016,100,"06th","Street",37.779527,-122.405727,"2016 South of Market","5 2016 South of Market",1
8026,12902,"400 Block Of Girard  Street","Portola",37.7267737537525,-122.404347292534,5,2016,400,"Girard","Street",37.72647,-122.407642,"2016 Portola","5 2016 Portola",1
8027,12903,"0 Block Of Randolph  Street","Oceanview/Merced/Ingleside",37.7143042187509,-122.463050867154,8,2014,0,"Randolph","Street",37.718959,-122.462039,"2014 Oceanview/Merced/Ingleside","8 2014 Oceanview/Merced/Ingleside",1
8028,12905,"0 Block Of Melra  Court","Visitacion Valley",37.7098574456453,-122.410625090925,11,2017,0,"Melra","Court",37.713141,-122.408825,"2017 Visitacion Valley","11 2017 Visitacion Valley",1
8029,12906,"3500 Block Of Divisadero  Street","Marina",37.8023062587759,-122.443318501257,10,2015,3500,"Divisadero","Street",37.802877,-122.436969,"2015 Marina","10 2015 Marina",1
8030,12908,"0 Block Of Arden Wood  Way","West of Twin Peaks",37.7352623797393,-122.472646979426,6,2012,0,"Arden Wood","Way",37.737955,-122.460363,"2012 West of Twin Peaks","6 2012 West of Twin Peaks",1
8031,12909,"700 Block Of 22nd  Street","Potrero Hill",37.7579116861507,-122.388781878061,2,2016,700,"22nd","Street",37.759056,-122.398618,"2016 Potrero Hill","2 2016 Potrero Hill",1
8032,12910,"700 Block Of 02nd  Avenue","Inner Richmond",37.7748666964644,-122.459537307351,10,2013,700,"02nd","Avenue",37.778849,-122.468955,"2013 Inner Richmond","10 2013 Inner Richmond",1
8033,12911,"0 Block Of Turk  Street","Tenderloin",37.7833320081752,-122.409842741696,9,2015,0,"Turk","Street",37.784141,-122.414748,"2015 Tenderloin","9 2015 Tenderloin",1
8034,12912,"1800 Block Of Turk  Street","Western Addition",37.7795491357195,-122.439568468797,6,2013,1800,"Turk","Street",37.780587,-122.43451,"2013 Western Addition","6 2013 Western Addition",1
8035,12915,"5400 Block Of California  Street","Outer Richmond",37.7842952906926,-122.475903768044,2,2018,5400,"California","Street",37.776683,-122.489908,"2018 Outer Richmond","2 2018 Outer Richmond",1
8036,12916,"0 Block Of Loehr  Street","Visitacion Valley",37.7135247034225,-122.413199500224,6,2014,0,"Loehr","Street",37.713141,-122.408825,"2014 Visitacion Valley","6 2014 Visitacion Valley",1
8037,12919,"2000 Block Of California  Street","Pacific Heights",37.7896383026327,-122.428082860506,6,2016,2000,"California","Street",37.792182,-122.432784,"2016 Pacific Heights","6 2016 Pacific Heights",1
8038,12921,"400 Block Of Vallejo  Street","North Beach",37.7990338344227,-122.405138978721,3,2015,400,"Vallejo","Street",37.799254,-122.407458,"2015 North Beach","3 2015 North Beach",1
8039,12922,"100 Block Of Garces  Drive","Lakeshore",37.7151404206459,-122.478934444442,10,2018,100,"Garces","Drive",37.71872,-122.477916,"2018 Lakeshore","10 2018 Lakeshore",1
8040,12923,"800 Block Of Dolores  Street","Glen Park/Noe Valley",37.7558342603117,-122.425457070041,12,2012,800,"Dolores","Street",37.747095,-122.431421,"2012 Noe Valley","12 2012 Noe Valley",1
8041,12924,"1800 Block Of Gough  Street","Pacific Heights",37.7904131559591,-122.425709098554,1,2017,1800,"Gough","Street",37.792182,-122.432784,"2017 Pacific Heights","1 2017 Pacific Heights",1
8042,12925,"600 Block Of Pine  Street","Financial District/South Beach/SOMA",37.7913981211354,-122.406532405899,12,2016,600,"Pine","Street",37.793213,-122.398187,"2016 Financial District/South Beach","12 2016 Financial District/South Beach",1
8043,12926,"100 Block Of Linda  Street","Mission",37.759413938202,-122.422818108297,3,2018,100,"Linda","Street",37.758338,-122.414678,"2018 Mission","3 2018 Mission",1
8044,12927,"0 Block Of Venus  Street","Bayview Hunters Point",37.7319029149393,-122.396800952955,3,2015,0,"Venus","Street",37.730696,-122.388515,"2015 Bayview Hunters Point","3 2015 Bayview Hunters Point",1
8045,12928,"1000 Block Of Chestnut  Street","Russian Hill",37.8028108789687,-122.420638824041,4,2016,1000,"Chestnut","Street",37.800432,-122.417609,"2016 Russian Hill","4 2016 Russian Hill",1
8046,12929,"1400 Block Of 34th  Avenue","Sunset/Parkside",37.7600576085461,-122.493002495482,6,2013,1400,"34th","Avenue",37.749026,-122.493742,"2013 Sunset/Parkside","6 2013 Sunset/Parkside",1
8047,12931,"2100 Block Of 46th  Avenue","Sunset/Parkside",37.7464355308595,-122.504950128893,4,2013,2100,"46th","Avenue",37.749026,-122.493742,"2013 Sunset/Parkside","4 2013 Sunset/Parkside",1
8048,12934,"500 Block Of 29th  Avenue","Outer Richmond",37.7789311920551,-122.488944504755,1,2016,500,"29th","Avenue",37.776683,-122.489908,"2016 Outer Richmond","1 2016 Outer Richmond",1
8049,12937,"700 Block Of Chenery  Street","Glen Park/Noe Valley",37.7345183801374,-122.434091317389,9,2013,700,"Chenery","Street",37.735976,-122.434464,"2013 Glen Park","9 2013 Glen Park",1
8050,12938,"200 Block Of Guerrero  Street","Mission",37.7672032067639,-122.424383091879,6,2015,200,"Guerrero","Street",37.758338,-122.414678,"2015 Mission","6 2015 Mission",1
8051,12939,"100 Block Of Beacon  Street","Glen Park/Noe Valley",37.7388242110632,-122.430929553526,7,2012,100,"Beacon","Street",37.735976,-122.434464,"2012 Glen Park","7 2012 Glen Park",1
8052,12940,"1700 Block Of Borderick  Street","Pacific Heights",37.786434038174,-122.441820968628,12,2012,1700,"Borderick","Street",37.792182,-122.432784,"2012 Pacific Heights","12 2012 Pacific Heights",1
8053,12942,"4200 Block Of Mission  Street","Excelsior/Outer Mission",37.7295627784528,-122.430527618741,5,2018,4200,"Mission","Street",37.7223,-122.431224,"2018 Excelsior","5 2018 Excelsior",1
8054,12943,"500 Block Of Ofarrell  Street","Tenderloin",37.7856860315452,-122.41379344026,7,2012,500,"Ofarrell","Street",37.784141,-122.414748,"2012 Tenderloin","7 2012 Tenderloin",1
8055,12944,"500 Block Of Geary  Street","Tenderloin",37.7868871099555,-122.411928035812,7,2015,500,"Geary","Street",37.784141,-122.414748,"2015 Tenderloin","7 2015 Tenderloin",1
8056,12948,"2400 Block Of Balboa  Street","Outer Richmond",37.7762773130301,-122.484996490246,6,2015,2400,"Balboa","Street",37.776683,-122.489908,"2015 Outer Richmond","6 2015 Outer Richmond",1
8057,12950,"1500 Block Of 25th  Street","Potrero Hill",37.752456084587,-122.394103224372,11,2016,1500,"25th","Street",37.759056,-122.398618,"2016 Potrero Hill","11 2016 Potrero Hill",1
8058,12951,"1300 Block Of Natoma  Street","Mission",37.7675596336626,-122.418479334084,3,2013,1300,"Natoma","Street",37.758338,-122.414678,"2013 Mission","3 2013 Mission",1
8059,12958,"600 Block Of Natoma  Street","Financial District/South Beach/SOMA",37.7775386391866,-122.411048110872,9,2015,600,"Natoma","Street",37.779527,-122.405727,"2015 South of Market","9 2015 South of Market",1
8060,12959,"200 Block Of Ocean  Avenue","Excelsior/Outer Mission",37.7232845007225,-122.441806559943,5,2015,200,"Ocean","Avenue",37.709585,-122.455082,"2015 Outer Mission","5 2015 Outer Mission",1
8061,12960,"0 Block Of Edinburgh  Street","Excelsior/Outer Mission",37.7280373241935,-122.426862491414,11,2013,0,"Edinburgh","Street",37.7223,-122.431224,"2013 Excelsior","11 2013 Excelsior",1
8062,12961,"2200 Block Of Francisco  Street","Marina",37.80101695582,-122.44220144828,9,2015,2200,"Francisco","Street",37.802877,-122.436969,"2015 Marina","9 2015 Marina",1
8063,12962,"800 Block Of 47th  Avenue","Outer Richmond",37.7724265501441,-122.507819425538,9,2016,800,"47th","Avenue",37.776683,-122.489908,"2016 Outer Richmond","9 2016 Outer Richmond",1
8064,12963,"2200 Block Of 37th  Avenue","Sunset/Parkside",37.7449980982682,-122.495174406149,1,2016,2200,"37th","Avenue",37.749026,-122.493742,"2016 Sunset/Parkside","1 2016 Sunset/Parkside",1
8065,12966,"700 Block Of 20th  Avenue","Outer Richmond",37.7737478340675,-122.478904323129,3,2017,700,"20th","Avenue",37.776683,-122.489908,"2017 Outer Richmond","3 2017 Outer Richmond",1
8066,12967,"1000 Block Of Pine  Street","Nob Hill",NA,NA,8,2018,1000,"Pine","Street",37.793044,-122.414461,"2018 Nob Hill","8 2018 Nob Hill",1
8067,12968,"2300 Block Of Bay  Street","Marina",NA,NA,1,2016,2300,"Bay","Street",37.802877,-122.436969,"2016 Marina","1 2016 Marina",1
8068,12969,"1100 Block Of Mission  Street","Financial District/South Beach/SOMA",37.7777513747528,-122.412785519962,10,2014,1100,"Mission","Street",37.779527,-122.405727,"2014 South of Market","10 2014 South of Market",1
8069,12970,"1400 Block Of 40th  Avenue","Sunset/Parkside",37.759774685146,-122.499430979386,6,2014,1400,"40th","Avenue",37.749026,-122.493742,"2014 Sunset/Parkside","6 2014 Sunset/Parkside",1
8070,12973,"100 Block Of Florentine  Street","Excelsior/Outer Mission",37.7113541879171,-122.442946210257,7,2016,100,"Florentine","Street",37.7223,-122.431224,"2016 Excelsior","7 2016 Excelsior",1
8071,12974,"400 Block Of Union  Street","North Beach",37.8006874284547,-122.407192749011,11,2016,400,"Union","Street",37.799254,-122.407458,"2016 North Beach","11 2016 North Beach",1
