"","...1","nhood_month_year","avg_rent.mq","month","year","nhood","d"
"955",955,"4 2012 USF / anza vista",1.98,4,2012,"USF / anza vista",2012-04-01
"956",956,"4 2012 visitacion valley",1.59333333333333,4,2012,"visitacion valley",2012-04-01
"957",957,"4 2012 west portal / forest hills",2.74901185770751,4,2012,"west portal / forest hills",2012-04-01
"958",958,"4 2012 western addition",0.796359499431172,4,2012,"western addition",2012-04-01
"959",959,"4 2013 bernal",4.09650349650349,4,2013,"bernal",2013-04-01
"960",960,"4 2013 candlestick point",2.37852429514097,4,2013,"candlestick point",2013-04-01
"961",961,"4 2013 mission district",1.59016985905313,4,2013,"mission district",2013-04-01
"962",962,"4 2013 nob hill",3.5,4,2013,"nob hill",2013-04-01
"963",963,"4 2013 outer sunset",2.33333333333333,4,2013,"outer sunset",2013-04-01
"964",964,"4 2013 san francisco",2.70172257479601,4,2013,"san francisco",2013-04-01
"965",965,"4 2013 sea cliff",1.36666666666667,4,2013,"sea cliff",2013-04-01
"966",966,"4 2013 tenderloin",4.58333333333333,4,2013,"tenderloin",2013-04-01
"967",967,"4 2013 visitacion valley",2.75,4,2013,"visitacion valley",2013-04-01
"968",968,"4 2014 civic / van ness",4.85714285714286,4,2014,"civic / van ness",2014-04-01
"969",969,"4 2014 downtown",2.94007490636704,4,2014,"downtown",2014-04-01
"970",970,"4 2014 ingleside",2.57407407407407,4,2014,"ingleside",2014-04-01
"971",971,"4 2014 mission district",2.98333333333333,4,2014,"mission district",2014-04-01
"972",972,"4 2014 north beach / telegraph hill",3.70181818181818,4,2014,"north beach / telegraph hill",2014-04-01
"973",973,"4 2014 outer sunset",3.55799373040752,4,2014,"outer sunset",2014-04-01
"974",974,"4 2014 SOMA / south beach",4.42174280879865,4,2014,"SOMA / south beach",2014-04-01
"975",975,"4 2015 alamo square",4.45631067961165,4,2015,"alamo square",2015-04-01
"976",976,"4 2015 bayview",2.59843173630999,4,2015,"bayview",2015-04-01
"977",977,"4 2015 bernal",3.80483310304087,4,2015,"bernal",2015-04-01
"978",978,"4 2015 civic / van ness",4.84205163337518,4,2015,"civic / van ness",2015-04-01
"979",979,"4 2015 downtown",4.98421052631578,4,2015,"downtown",2015-04-01
"980",980,"4 2015 excelsior / outer mission",3.13761467889908,4,2015,"excelsior / outer mission",2015-04-01
"981",981,"4 2015 financial district",5.08180237666452,4,2015,"financial district",2015-04-01
"982",982,"4 2015 haight ashbury",3.98142764857881,4,2015,"haight ashbury",2015-04-01
"983",983,"4 2015 hayes valley",5.11098463289698,4,2015,"hayes valley",2015-04-01
"984",984,"4 2015 ingleside",3.04311396593897,4,2015,"ingleside",2015-04-01
"985",985,"4 2015 inner richmond",3,4,2015,"inner richmond",2015-04-01
"986",986,"4 2015 inner sunset",2.71905224525043,4,2015,"inner sunset",2015-04-01
"987",987,"4 2015 lower pac hts",4.87631832200137,4,2015,"lower pac hts",2015-04-01
"988",988,"4 2015 marina / cow hollow",4.47223743748511,4,2015,"marina / cow hollow",2015-04-01
"989",989,"4 2015 mission district",4.69381280900225,4,2015,"mission district",2015-04-01
"990",990,"4 2015 nob hill",5.66050936543643,4,2015,"nob hill",2015-04-01
"991",991,"4 2015 noe valley",4.3,4,2015,"noe valley",2015-04-01
"992",992,"4 2015 outer sunset",3.43207184971891,4,2015,"outer sunset",2015-04-01
"993",993,"4 2015 pacific heights",5.30089276872365,4,2015,"pacific heights",2015-04-01
"994",994,"4 2015 parkside",1.625,4,2015,"parkside",2015-04-01
"995",995,"4 2015 potrero hill",4.33601134215501,4,2015,"potrero hill",2015-04-01
"996",996,"4 2015 russian hill",3.91493198241745,4,2015,"russian hill",2015-04-01
"997",997,"4 2015 san francisco",2.85480672731503,4,2015,"san francisco",2015-04-01
"998",998,"4 2015 sea cliff",3.46679516299998,4,2015,"sea cliff",2015-04-01
"999",999,"4 2015 SOMA / south beach",4.73796680732829,4,2015,"SOMA / south beach",2015-04-01
"1000",1000,"4 2015 USF / anza vista",3.857143,4,2015,"USF / anza vista",2015-04-01
"1001",1001,"4 2015 visitacion valley",3.5,4,2015,"visitacion valley",2015-04-01
"1002",1002,"4 2016 bayview",3.252808,4,2016,"bayview",2016-04-01
"1003",1003,"4 2016 bernal",3.7507,4,2016,"bernal",2016-04-01
"1004",1004,"4 2016 castro",3.880463,4,2016,"castro",2016-04-01
"1005",1005,"4 2016 CCSF",3.248858,4,2016,"CCSF",2016-04-01
"1006",1006,"4 2016 civic / van ness",5.155449,4,2016,"civic / van ness",2016-04-01
"1007",1007,"4 2016 cole valley",4.048267,4,2016,"cole valley",2016-04-01
"1008",1008,"4 2016 downtown",5.923729,4,2016,"downtown",2016-04-01
"1009",1009,"4 2016 excelsior / outer mission",3.792849,4,2016,"excelsior / outer mission",2016-04-01
"1010",1010,"4 2016 financial district",4.211995,4,2016,"financial district",2016-04-01
"1011",1011,"4 2016 glen park",3.964414,4,2016,"glen park",2016-04-01
"1012",1012,"4 2016 haight ashbury",4.182971,4,2016,"haight ashbury",2016-04-01
"1013",1013,"4 2016 hayes valley",5.603016,4,2016,"hayes valley",2016-04-01
"1014",1014,"4 2016 inner richmond",2.434783,4,2016,"inner richmond",2016-04-01
"1015",1015,"4 2016 inner sunset",3.677956,4,2016,"inner sunset",2016-04-01
"1016",1016,"4 2016 lower haight",4.666667,4,2016,"lower haight",2016-04-01
"1017",1017,"4 2016 lower pac hts",4.605293,4,2016,"lower pac hts",2016-04-01
"1018",1018,"4 2016 marina / cow hollow",3.770278,4,2016,"marina / cow hollow",2016-04-01
"1019",1019,"4 2016 mission district",5.027907,4,2016,"mission district",2016-04-01
"1020",1020,"4 2016 nob hill",5.380597,4,2016,"nob hill",2016-04-01
"1021",1021,"4 2016 noe valley",4.595317,4,2016,"noe valley",2016-04-01
"1022",1022,"4 2016 NOPA",3.765838,4,2016,"NOPA",2016-04-01
"1023",1023,"4 2016 north beach / telegraph hill",5.2,4,2016,"north beach / telegraph hill",2016-04-01
"1024",1024,"4 2016 outer sunset",4.003741,4,2016,"outer sunset",2016-04-01
"1025",1025,"4 2016 pacific heights",4.781956,4,2016,"pacific heights",2016-04-01
"1026",1026,"4 2016 parkside",3.868036,4,2016,"parkside",2016-04-01
"1027",1027,"4 2016 potrero hill",4.676751,4,2016,"potrero hill",2016-04-01
"1028",1028,"4 2016 russian hill",4.491591,4,2016,"russian hill",2016-04-01
"1029",1029,"4 2016 san francisco",2.379072,4,2016,"san francisco",2016-04-01
"1030",1030,"4 2016 sea cliff",2.562743,4,2016,"sea cliff",2016-04-01
"1031",1031,"4 2016 SOMA / south beach",4.947114,4,2016,"SOMA / south beach",2016-04-01
"1032",1032,"4 2016 tenderloin",5.183019,4,2016,"tenderloin",2016-04-01
"1033",1033,"4 2016 twin peaks",4.220607,4,2016,"twin peaks",2016-04-01
"1034",1034,"4 2016 USF / anza vista",4.499167,4,2016,"USF / anza vista",2016-04-01
"1035",1035,"4 2016 visitacion valley",4.571429,4,2016,"visitacion valley",2016-04-01
"1036",1036,"4 2016 western addition",6.827731,4,2016,"western addition",2016-04-01
"1037",1037,"4 2018 castro",4.231995,4,2018,"castro",2018-04-01
"1038",1038,"4 2018 downtown",5.316489,4,2018,"downtown",2018-04-01
"1039",1039,"4 2018 inner richmond",3.444444,4,2018,"inner richmond",2018-04-01
"1040",1040,"4 2018 inner sunset",3.866667,4,2018,"inner sunset",2018-04-01
"1041",1041,"4 2018 lower pac hts",3.1,4,2018,"lower pac hts",2018-04-01
"1042",1042,"4 2018 marina / cow hollow",4.209515,4,2018,"marina / cow hollow",2018-04-01
"1043",1043,"4 2018 mission district",4.662241,4,2018,"mission district",2018-04-01
"1044",1044,"4 2018 nob hill",4.381658,4,2018,"nob hill",2018-04-01
"1045",1045,"4 2018 noe valley",6.583333,4,2018,"noe valley",2018-04-01
"1046",1046,"4 2018 NOPA",4.076923,4,2018,"NOPA",2018-04-01
"1047",1047,"4 2018 pacific heights",4.626762,4,2018,"pacific heights",2018-04-01
"1048",1048,"4 2018 parkside",4.051852,4,2018,"parkside",2018-04-01
"1049",1049,"4 2018 potrero hill",2.693038,4,2018,"potrero hill",2018-04-01
"1050",1050,"4 2018 russian hill",4.867057,4,2018,"russian hill",2018-04-01
"1051",1051,"4 2018 san francisco",3.109494,4,2018,"san francisco",2018-04-01
"1052",1052,"4 2018 SOMA / south beach",5.234889,4,2018,"SOMA / south beach",2018-04-01
"1053",1053,"4 2018 USF / anza vista",4.387639,4,2018,"USF / anza vista",2018-04-01
"1054",1054,"4 2018 west portal / forest hills",3.402518,4,2018,"west portal / forest hills",2018-04-01
"1055",1055,"5 2012 bernal",3.285714,5,2012,"bernal",2012-05-01
"1056",1056,"5 2012 candlestick point",2.410575,5,2012,"candlestick point",2012-05-01
"1057",1057,"5 2012 castro",3.319328,5,2012,"castro",2012-05-01
"1058",1058,"5 2012 civic / van ness",4.245793,5,2012,"civic / van ness",2012-05-01
"1059",1059,"5 2012 cole valley",4.3,5,2012,"cole valley",2012-05-01
"1060",1060,"5 2012 diamond heights",2.733457,5,2012,"diamond heights",2012-05-01
"1061",1061,"5 2012 excelsior / outer mission",2.216594,5,2012,"excelsior / outer mission",2012-05-01
"1062",1062,"5 2012 financial district",2.658333,5,2012,"financial district",2012-05-01
"1063",1063,"5 2012 glen park",2.4375,5,2012,"glen park",2012-05-01
"1064",1064,"5 2012 hayes valley",2.249603,5,2012,"hayes valley",2012-05-01
"1065",1065,"5 2012 ingleside",2.732369,5,2012,"ingleside",2012-05-01
"1066",1066,"5 2012 inner richmond",2.448346,5,2012,"inner richmond",2012-05-01
"1067",1067,"5 2012 inner sunset",2.639724,5,2012,"inner sunset",2012-05-01
"1068",1068,"5 2012 lakeshore",3.235714,5,2012,"lakeshore",2012-05-01
"1069",1069,"5 2012 lower pac hts",3.710756,5,2012,"lower pac hts",2012-05-01
"1070",1070,"5 2012 mission district",2.975838,5,2012,"mission district",2012-05-01
"1071",1071,"5 2012 nob hill",3.785042,5,2012,"nob hill",2012-05-01
"1072",1072,"5 2012 noe valley",4.215385,5,2012,"noe valley",2012-05-01
"1073",1073,"5 2012 north beach / telegraph hill",3.324074,5,2012,"north beach / telegraph hill",2012-05-01
"1074",1074,"5 2012 outer sunset",1.72327,5,2012,"outer sunset",2012-05-01
"1075",1075,"5 2012 pacific heights",3.840278,5,2012,"pacific heights",2012-05-01
"1076",1076,"5 2012 parkside",2.055195,5,2012,"parkside",2012-05-01
"1077",1077,"5 2012 portola",1.578947,5,2012,"portola",2012-05-01
"1078",1078,"5 2012 potrero hill",2.999431,5,2012,"potrero hill",2012-05-01
"1079",1079,"5 2012 presidio hts / laurel hts / lake st",2.895617,5,2012,"presidio hts / laurel hts / lake st",2012-05-01
"1080",1080,"5 2012 russian hill",3.190689,5,2012,"russian hill",2012-05-01
"1081",1081,"5 2012 san francisco",2.18809,5,2012,"san francisco",2012-05-01
"1082",1082,"5 2012 sea cliff",2.228846,5,2012,"sea cliff",2012-05-01
"1083",1083,"5 2012 SOMA / south beach",4.015121,5,2012,"SOMA / south beach",2012-05-01
"1084",1084,"5 2012 west portal / forest hills",1.590909,5,2012,"west portal / forest hills",2012-05-01
"1085",1085,"5 2012 western addition",2.695035,5,2012,"western addition",2012-05-01
"1086",1086,"5 2013 bernal",2.659091,5,2013,"bernal",2013-05-01
"1087",1087,"5 2013 CCSF",2.791159,5,2013,"CCSF",2013-05-01
"1088",1088,"5 2013 financial district",4.878049,5,2013,"financial district",2013-05-01
"1089",1089,"5 2013 hayes valley",2.233333,5,2013,"hayes valley",2013-05-01
"1090",1090,"5 2013 lower pac hts",5.042105,5,2013,"lower pac hts",2013-05-01
"1091",1091,"5 2013 marina / cow hollow",3.359038,5,2013,"marina / cow hollow",2013-05-01
"1092",1092,"5 2013 mission district",2.51392,5,2013,"mission district",2013-05-01
"1093",1093,"5 2013 nob hill",4.362423,5,2013,"nob hill",2013-05-01
"1094",1094,"5 2013 noe valley",4.39,5,2013,"noe valley",2013-05-01
"1095",1095,"5 2013 outer sunset",2.943071,5,2013,"outer sunset",2013-05-01
"1096",1096,"5 2013 pacific heights",4.062393,5,2013,"pacific heights",2013-05-01
"1097",1097,"5 2013 potrero hill",3.892857,5,2013,"potrero hill",2013-05-01
"1098",1098,"5 2013 presidio hts / laurel hts / lake st",3.84,5,2013,"presidio hts / laurel hts / lake st",2013-05-01
"1099",1099,"5 2013 russian hill",2.852941,5,2013,"russian hill",2013-05-01
"1100",1100,"5 2013 san francisco",1.142228,5,2013,"san francisco",2013-05-01
"1101",1101,"5 2013 sea cliff",2.057613,5,2013,"sea cliff",2013-05-01
"1102",1102,"5 2013 SOMA / south beach",5.002103,5,2013,"SOMA / south beach",2013-05-01
"1103",1103,"5 2013 west portal / forest hills",2.019231,5,2013,"west portal / forest hills",2013-05-01
"1104",1104,"5 2015 bayview",2.625,5,2015,"bayview",2015-05-01
"1105",1105,"5 2015 civic / van ness",4.748349,5,2015,"civic / van ness",2015-05-01
"1106",1106,"5 2015 cole valley",4.757143,5,2015,"cole valley",2015-05-01
"1107",1107,"5 2015 financial district",4.989762,5,2015,"financial district",2015-05-01
"1108",1108,"5 2015 hayes valley",6.086594,5,2015,"hayes valley",2015-05-01
"1109",1109,"5 2015 ingleside",3.181189,5,2015,"ingleside",2015-05-01
"1110",1110,"5 2015 inner sunset",3.21366,5,2015,"inner sunset",2015-05-01
"1111",1111,"5 2015 lakeshore",2.919708,5,2015,"lakeshore",2015-05-01
"1112",1112,"5 2015 lower pac hts",3.578399,5,2015,"lower pac hts",2015-05-01
"1113",1113,"5 2015 marina / cow hollow",4.871296,5,2015,"marina / cow hollow",2015-05-01
"1114",1114,"5 2015 mission district",4.12353,5,2015,"mission district",2015-05-01
"1115",1115,"5 2015 nob hill",4.303571,5,2015,"nob hill",2015-05-01
"1116",1116,"5 2015 noe valley",3.950758,5,2015,"noe valley",2015-05-01
"1117",1117,"5 2015 pacific heights",4.492335,5,2015,"pacific heights",2015-05-01
"1118",1118,"5 2015 potrero hill",3.877551,5,2015,"potrero hill",2015-05-01
"1119",1119,"5 2015 russian hill",4.089744,5,2015,"russian hill",2015-05-01
"1120",1120,"5 2015 san francisco",3.032879,5,2015,"san francisco",2015-05-01
"1121",1121,"5 2015 sea cliff",3.11875,5,2015,"sea cliff",2015-05-01
"1122",1122,"5 2015 SOMA / south beach",4.478835,5,2015,"SOMA / south beach",2015-05-01
"1123",1123,"5 2015 west portal / forest hills",1.964286,5,2015,"west portal / forest hills",2015-05-01
"1124",1124,"5 2016 bayview",2.775,5,2016,"bayview",2016-05-01
"1125",1125,"5 2016 bernal",4.191964,5,2016,"bernal",2016-05-01
"1126",1126,"5 2016 castro",5.113095,5,2016,"castro",2016-05-01
"1127",1127,"5 2016 CCSF",3.549004,5,2016,"CCSF",2016-05-01
"1128",1128,"5 2016 civic / van ness",5.857373,5,2016,"civic / van ness",2016-05-01
"1129",1129,"5 2016 cole valley",4.357143,5,2016,"cole valley",2016-05-01
"1130",1130,"5 2016 excelsior / outer mission",2.785714,5,2016,"excelsior / outer mission",2016-05-01
"1131",1131,"5 2016 financial district",6.634039,5,2016,"financial district",2016-05-01
"1132",1132,"5 2016 glen park",3.495756,5,2016,"glen park",2016-05-01
"1133",1133,"5 2016 haight ashbury",3.787879,5,2016,"haight ashbury",2016-05-01
"1134",1134,"5 2016 hayes valley",4.752615,5,2016,"hayes valley",2016-05-01
"1135",1135,"5 2016 inner richmond",4.479592,5,2016,"inner richmond",2016-05-01
"1136",1136,"5 2016 inner sunset",3.806313,5,2016,"inner sunset",2016-05-01
"1137",1137,"5 2016 lower haight",5.333333,5,2016,"lower haight",2016-05-01
"1138",1138,"5 2016 lower pac hts",4.055859,5,2016,"lower pac hts",2016-05-01
"1139",1139,"5 2016 marina / cow hollow",4.271185,5,2016,"marina / cow hollow",2016-05-01
"1140",1140,"5 2016 mission district",4.710742,5,2016,"mission district",2016-05-01
"1141",1141,"5 2016 nob hill",5.431657,5,2016,"nob hill",2016-05-01
"1142",1142,"5 2016 noe valley",4.000394,5,2016,"noe valley",2016-05-01
"1143",1143,"5 2016 NOPA",3.685291,5,2016,"NOPA",2016-05-01
"1144",1144,"5 2016 north beach / telegraph hill",4.550265,5,2016,"north beach / telegraph hill",2016-05-01
"1145",1145,"5 2016 outer sunset",3.759737,5,2016,"outer sunset",2016-05-01
"1146",1146,"5 2016 pacific heights",4.543863,5,2016,"pacific heights",2016-05-01
"1147",1147,"5 2016 parkside",3.485513,5,2016,"parkside",2016-05-01
"1148",1148,"5 2016 potrero hill",4.587878,5,2016,"potrero hill",2016-05-01
"1149",1149,"5 2016 russian hill",3.500661,5,2016,"russian hill",2016-05-01
"1150",1150,"5 2016 san francisco",4.479167,5,2016,"san francisco",2016-05-01
"1151",1151,"5 2016 SOMA / south beach",4.839013,5,2016,"SOMA / south beach",2016-05-01
"1152",1152,"5 2016 visitacion valley",3.090129,5,2016,"visitacion valley",2016-05-01
"1153",1153,"5 2016 west portal / forest hills",3.125,5,2016,"west portal / forest hills",2016-05-01
"1154",1154,"5 2018 bayview",3.5,5,2018,"bayview",2018-05-01
"1155",1155,"5 2018 bernal",3.781049,5,2018,"bernal",2018-05-01
"1156",1156,"5 2018 castro",3.268325,5,2018,"castro",2018-05-01
"1157",1157,"5 2018 CCSF",5.083333,5,2018,"CCSF",2018-05-01
"1158",1158,"5 2018 cole valley",4.208754,5,2018,"cole valley",2018-05-01
"1159",1159,"5 2018 diamond heights",4.651163,5,2018,"diamond heights",2018-05-01
"1160",1160,"5 2018 downtown",3.117647,5,2018,"downtown",2018-05-01
"1161",1161,"5 2018 excelsior / outer mission",2.843056,5,2018,"excelsior / outer mission",2018-05-01
"1162",1162,"5 2018 financial district",4.401163,5,2018,"financial district",2018-05-01
"1163",1163,"5 2018 ingleside",5.34791,5,2018,"ingleside",2018-05-01
"1164",1164,"5 2018 lakeshore",2.535211,5,2018,"lakeshore",2018-05-01
"1165",1165,"5 2018 lower haight",5.990909,5,2018,"lower haight",2018-05-01
"1166",1166,"5 2018 lower pac hts",3.1,5,2018,"lower pac hts",2018-05-01
"1167",1167,"5 2018 marina / cow hollow",3.893658,5,2018,"marina / cow hollow",2018-05-01
"1168",1168,"5 2018 mission district",4.317613,5,2018,"mission district",2018-05-01
"1169",1169,"5 2018 nob hill",3.986811,5,2018,"nob hill",2018-05-01
"1170",1170,"5 2018 north beach / telegraph hill",4.62276,5,2018,"north beach / telegraph hill",2018-05-01
"1171",1171,"5 2018 outer sunset",3.647059,5,2018,"outer sunset",2018-05-01
"1172",1172,"5 2018 pacific heights",4.032946,5,2018,"pacific heights",2018-05-01
"1173",1173,"5 2018 parkside",2.984007,5,2018,"parkside",2018-05-01
"1174",1174,"5 2018 portola",2.45,5,2018,"portola",2018-05-01
"1175",1175,"5 2018 potrero hill",3.752786,5,2018,"potrero hill",2018-05-01
"1176",1176,"5 2018 presidio hts / laurel hts / lake st",3.640777,5,2018,"presidio hts / laurel hts / lake st",2018-05-01
"1177",1177,"5 2018 russian hill",4.642986,5,2018,"russian hill",2018-05-01
"1178",1178,"5 2018 san francisco",2.792196,5,2018,"san francisco",2018-05-01
"1179",1179,"5 2018 sea cliff",3.614458,5,2018,"sea cliff",2018-05-01
"1180",1180,"5 2018 SOMA / south beach",5.358878,5,2018,"SOMA / south beach",2018-05-01
"1181",1181,"5 2018 USF / anza vista",3.666667,5,2018,"USF / anza vista",2018-05-01
"1182",1182,"6 2012 alamo square",2.986111,6,2012,"alamo square",2012-06-01
"1183",1183,"6 2012 bayview",1.405217,6,2012,"bayview",2012-06-01
"1184",1184,"6 2012 bernal",3.047538,6,2012,"bernal",2012-06-01
"1185",1185,"6 2012 candlestick point",2.51418,6,2012,"candlestick point",2012-06-01
"1186",1186,"6 2012 castro",3.016204,6,2012,"castro",2012-06-01
"1187",1187,"6 2012 civic / van ness",2.545079,6,2012,"civic / van ness",2012-06-01
"1188",1188,"6 2012 cole valley",4.153846,6,2012,"cole valley",2012-06-01
"1189",1189,"6 2012 diamond heights",2.621421,6,2012,"diamond heights",2012-06-01
"1190",1190,"6 2012 downtown",11.11111,6,2012,"downtown",2012-06-01
"1191",1191,"6 2012 excelsior / outer mission",1.976831,6,2012,"excelsior / outer mission",2012-06-01
"1192",1192,"6 2012 haight ashbury",2.375,6,2012,"haight ashbury",2012-06-01
"1193",1193,"6 2012 ingleside",2.844668,6,2012,"ingleside",2012-06-01
"1194",1194,"6 2012 inner richmond",2.148148,6,2012,"inner richmond",2012-06-01
"1195",1195,"6 2012 inner sunset",3.071864,6,2012,"inner sunset",2012-06-01
"1196",1196,"6 2012 lakeshore",1.39087,6,2012,"lakeshore",2012-06-01
"1197",1197,"6 2012 lower haight",2.526316,6,2012,"lower haight",2012-06-01
"1198",1198,"6 2012 lower pac hts",4.158992,6,2012,"lower pac hts",2012-06-01
"1199",1199,"6 2012 marina / cow hollow",3.774119,6,2012,"marina / cow hollow",2012-06-01
"1200",1200,"6 2012 mission district",2.634244,6,2012,"mission district",2012-06-01
"1201",1201,"6 2012 nob hill",3.828016,6,2012,"nob hill",2012-06-01
"1202",1202,"6 2012 noe valley",2.728848,6,2012,"noe valley",2012-06-01
"1203",1203,"6 2012 north beach / telegraph hill",4.097304,6,2012,"north beach / telegraph hill",2012-06-01
"1204",1204,"6 2012 outer sunset",8.032778,6,2012,"outer sunset",2012-06-01
"1205",1205,"6 2012 pacific heights",4.36522,6,2012,"pacific heights",2012-06-01
"1206",1206,"6 2012 parkside",2.142579,6,2012,"parkside",2012-06-01
"1207",1207,"6 2012 portola",1.935873,6,2012,"portola",2012-06-01
"1208",1208,"6 2012 potrero hill",2.851852,6,2012,"potrero hill",2012-06-01
"1209",1209,"6 2012 presidio hts / laurel hts / lake st",1.891892,6,2012,"presidio hts / laurel hts / lake st",2012-06-01
"1210",1210,"6 2012 russian hill",5.065488,6,2012,"russian hill",2012-06-01
"1211",1211,"6 2012 san francisco",2.082285,6,2012,"san francisco",2012-06-01
"1212",1212,"6 2012 sea cliff",2.11091,6,2012,"sea cliff",2012-06-01
"1213",1213,"6 2012 SOMA / south beach",4.155618,6,2012,"SOMA / south beach",2012-06-01
"1214",1214,"6 2012 tenderloin",2.875,6,2012,"tenderloin",2012-06-01
"1215",1215,"6 2012 USF / anza vista",2.151515,6,2012,"USF / anza vista",2012-06-01
"1216",1216,"6 2012 west portal / forest hills",2.296264,6,2012,"west portal / forest hills",2012-06-01
"1217",1217,"6 2013 castro",3.148936,6,2013,"castro",2013-06-01
"1218",1218,"6 2013 CCSF",2.175925,6,2013,"CCSF",2013-06-01
"1219",1219,"6 2013 cole valley",4.166667,6,2013,"cole valley",2013-06-01
"1220",1220,"6 2013 excelsior / outer mission",2.416667,6,2013,"excelsior / outer mission",2013-06-01
"1221",1221,"6 2013 glen park",4.142857,6,2013,"glen park",2013-06-01
"1222",1222,"6 2013 inner sunset",1.885714,6,2013,"inner sunset",2013-06-01
"1223",1223,"6 2013 lower pac hts",4.367709,6,2013,"lower pac hts",2013-06-01
"1224",1224,"6 2013 marina / cow hollow",6.052825,6,2013,"marina / cow hollow",2013-06-01
"1225",1225,"6 2013 mission district",1.909091,6,2013,"mission district",2013-06-01
"1226",1226,"6 2013 nob hill",3.032882,6,2013,"nob hill",2013-06-01
"1227",1227,"6 2013 north beach / telegraph hill",5.196,6,2013,"north beach / telegraph hill",2013-06-01
"1228",1228,"6 2013 outer sunset",3.526145,6,2013,"outer sunset",2013-06-01
"1229",1229,"6 2013 pacific heights",5,6,2013,"pacific heights",2013-06-01
"1230",1230,"6 2013 parkside",1.881542,6,2013,"parkside",2013-06-01
"1231",1231,"6 2013 potrero hill",3.132432,6,2013,"potrero hill",2013-06-01
"1232",1232,"6 2013 presidio hts / laurel hts / lake st",3.555334,6,2013,"presidio hts / laurel hts / lake st",2013-06-01
"1233",1233,"6 2013 san francisco",2.488636,6,2013,"san francisco",2013-06-01
"1234",1234,"6 2013 SOMA / south beach",4.199025,6,2013,"SOMA / south beach",2013-06-01
"1235",1235,"6 2013 twin peaks",3.148936,6,2013,"twin peaks",2013-06-01
"1236",1236,"6 2013 west portal / forest hills",0.9999167,6,2013,"west portal / forest hills",2013-06-01
"1237",1237,"6 2015 alamo square",4.196429,6,2015,"alamo square",2015-06-01
"1238",1238,"6 2015 bayview",3.031441,6,2015,"bayview",2015-06-01
"1239",1239,"6 2015 bernal",7.179487,6,2015,"bernal",2015-06-01
"1240",1240,"6 2015 castro",4.568413,6,2015,"castro",2015-06-01
"1241",1241,"6 2015 CCSF",3.833333,6,2015,"CCSF",2015-06-01
"1242",1242,"6 2015 civic / van ness",4.911027,6,2015,"civic / van ness",2015-06-01
"1243",1243,"6 2015 cole valley",3.638889,6,2015,"cole valley",2015-06-01
"1244",1244,"6 2015 diamond heights",3.847251,6,2015,"diamond heights",2015-06-01
"1245",1245,"6 2015 excelsior / outer mission",3.333333,6,2015,"excelsior / outer mission",2015-06-01
"1246",1246,"6 2015 financial district",5.554812,6,2015,"financial district",2015-06-01
"1247",1247,"6 2015 glen park",3.620798,6,2015,"glen park",2015-06-01
"1248",1248,"6 2015 haight ashbury",4.121875,6,2015,"haight ashbury",2015-06-01
"1249",1249,"6 2015 hayes valley",4.757073,6,2015,"hayes valley",2015-06-01
"1250",1250,"6 2015 ingleside",3.298702,6,2015,"ingleside",2015-06-01
"1251",1251,"6 2015 inner sunset",5.811293,6,2015,"inner sunset",2015-06-01
"1252",1252,"6 2015 lakeshore",3.108351,6,2015,"lakeshore",2015-06-01
"1253",1253,"6 2015 lower pac hts",5.17284,6,2015,"lower pac hts",2015-06-01
"1254",1254,"6 2015 marina / cow hollow",4.985719,6,2015,"marina / cow hollow",2015-06-01
"1255",1255,"6 2015 mission district",4.620424,6,2015,"mission district",2015-06-01
"1256",1256,"6 2015 nob hill",5.514381,6,2015,"nob hill",2015-06-01
"1257",1257,"6 2015 north beach / telegraph hill",4.611111,6,2015,"north beach / telegraph hill",2015-06-01
"1258",1258,"6 2015 outer sunset",3.695949,6,2015,"outer sunset",2015-06-01
"1259",1259,"6 2015 pacific heights",4.695652,6,2015,"pacific heights",2015-06-01
"1260",1260,"6 2015 parkside",3.020966,6,2015,"parkside",2015-06-01
"1261",1261,"6 2015 portola",2.762784,6,2015,"portola",2015-06-01
"1262",1262,"6 2015 potrero hill",4.778355,6,2015,"potrero hill",2015-06-01
"1263",1263,"6 2015 presidio hts / laurel hts / lake st",3.105263,6,2015,"presidio hts / laurel hts / lake st",2015-06-01
"1264",1264,"6 2015 russian hill",4.47042,6,2015,"russian hill",2015-06-01
"1265",1265,"6 2015 san francisco",2.744,6,2015,"san francisco",2015-06-01
"1266",1266,"6 2015 sea cliff",2.788728,6,2015,"sea cliff",2015-06-01
"1267",1267,"6 2015 SOMA / south beach",5.578682,6,2015,"SOMA / south beach",2015-06-01
"1268",1268,"6 2015 tenderloin",4.277539,6,2015,"tenderloin",2015-06-01
"1269",1269,"6 2015 twin peaks",5.606349,6,2015,"twin peaks",2015-06-01
"1270",1270,"6 2015 USF / anza vista",3.946546,6,2015,"USF / anza vista",2015-06-01
"1271",1271,"6 2015 western addition",4.632928,6,2015,"western addition",2015-06-01
"1272",1272,"6 2016 bayview",3.377372,6,2016,"bayview",2016-06-01
"1273",1273,"6 2016 CCSF",3.314413,6,2016,"CCSF",2016-06-01
"1274",1274,"6 2016 civic / van ness",4.679908,6,2016,"civic / van ness",2016-06-01
"1275",1275,"6 2016 cole valley",5.555556,6,2016,"cole valley",2016-06-01
"1276",1276,"6 2016 excelsior / outer mission",3.797702,6,2016,"excelsior / outer mission",2016-06-01
"1277",1277,"6 2016 financial district",5.485208,6,2016,"financial district",2016-06-01
